turns,winner,white_rating,black_rating,opening_name,opening_ply
30,black,1524,1513,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,6
57,white,1511,997,Sicilian Defense: Open,5
26,draw,1511,1528,Scotch Game,5
69,white,1499,1519,Sicilian Defense: Najdorf Variation,11
71,draw,1474,1500,Nimzo-Indian Defense: Ragozin Variation,8
114,black,1500,1492,French Defense: Exchange Variation,5
9,white,1482,1455,Russian Game: Damiano Variation,6
54,black,1310,1476,French Defense: Advance Variation |  Nimzowitsch System,7
23,white,1466,1433,Sicilian Defense: Open,5
23,white,1506,1476,Queen's Gambit Declined: Harrwitz Attack,7
21,white,1514,1486,Slav Defense: Schlechter Variation,8
40,black,1495,1562,Scotch Game: Scotch Gambit,7
50,black,1306,1489,Queen's Gambit Declined: Exchange Variation,7
57,white,1479,1459,Scotch Game,5
24,black,1490,1487,Scotch Game,5
40,white,1453,1503,French Defense: Advance Variation #3,5
16,black,1516,1467,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,7
77,white,2131,2103,Sicilian Defense: Kalashnikov Variation,10
68,black,2144,2079,French Defense: Tarrasch Variation |  Closed Variation #2,12
78,black,2046,2136,King's Indian Defense: Averbakh Variation |  Modern Defense,12
41,white,2136,2243,Alekhine Defense: Scandinavian Variation,4
109,white,2136,1931,Ruy Lopez: Cozio Defense |  Paulsen Variation,8
30,black,1931,2136,Ponziani Opening,5
33,white,2136,1931,Ruy Lopez: Cozio Defense |  Paulsen Variation,8
43,white,1931,2136,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
72,black,2136,1931,Ruy Lopez: Cozio Defense |  Paulsen Variation,8
109,white,2123,2214,Ruy Lopez: Cozio Defense,6
100,black,2004,2115,King's Indian Defense: Six Pawns Attack,8
61,white,2108,1984,French Defense: Tarrasch Variation |  Morozevich Variation,6
88,black,1935,2102,King's Indian Defense: Six Pawns Attack,8
62,black,2109,2240,Scandinavian Defense: Gubinsky-Melts Defense,6
122,black,1902,2104,King's Indian Defense: Orthodox Variation |  Glek Defense,14
32,black,1980,2097,London System,5
79,white,2204,2097,Zukertort Opening: Nimzo-Larsen Variation,3
104,black,2097,2243,Sicilian Defense: Keres Variation,3
70,draw,2085,2097,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,10
136,draw,2178,2094,King's Indian Defense: Exchange Variation,13
144,black,2104,2124,Sicilian Defense: Spielmann Variation,11
66,black,2119,1959,Ruy Lopez: Columbus Variation,7
47,white,1595,1332,Indian Game,2
58,black,1334,1735,Nimzo-Indian Defense: Normal Variation |  Ragozin Variation,10
54,black,1334,2475,English Defense,4
38,black,2108,1334,Italian Game: Two Knights Defense |  Open Variation,7
71,white,1738,1337,Ruy Lopez: Exchange Variation |  Keres Variation,9
57,white,2549,1337,Scotch Game,5
53,white,1337,1331,Queen's Gambit Declined: Semi-Tarrasch Defense |  Exchange Variation,11
43,white,1337,1331,Semi-Bononi,6
67,white,1337,1331,Gruenfeld Defense: Exchange Variation,8
147,white,1601,1341,Ruy Lopez: Morphy Defense |  Anderssen Variation,9
38,black,1347,1546,Queen's Gambit Accepted: Saduleto Variation,5
76,black,1330,1653,Queen's Gambit Accepted: Saduleto Variation,5
86,black,1776,1735,Caro-Kann Defense: Panov Attack #2,7
99,white,1721,1834,Slav Defense: Czech Variation,10
47,white,1793,1730,Caro-Kann Defense: Panov Attack #2,7
44,black,1784,1812,Pirc Defense: Classical Variation,8
62,black,1812,2012,Old Benoni Defense,2
44,black,1624,1812,King's Indian Defense: Smyslov Variation,9
85,draw,1812,1897,Indian Game: London System,5
91,white,1791,1812,Pirc Defense: Austrian Attack |  Dragon Formation,10
71,white,1812,1704,Queen's Pawn Game: Chigorin Variation,4
63,white,1812,1812,Queen's Pawn Game: Zukertort Variation,3
53,black,1816,1812,King's Indian Defense: Smyslov Variation,9
76,black,1812,1853,Queen's Pawn Game: London System,5
124,black,1156,1812,Grob Opening,1
132,black,1757,1812,King's Indian Defense: Normal Variation |  King's Knight Variation,5
70,black,1812,1852,Queen's Pawn Game: Zukertort Variation,3
70,black,1285,1812,London System,5
39,white,1812,1820,Queen's Pawn Game: London System,5
61,white,1812,1500,Queen's Pawn Game: Zukertort Variation,3
62,black,1711,1812,Van't Kruijs Opening,1
38,black,1625,1812,Pirc Defense #3,6
95,white,1711,1812,Pirc Defense #4,2
69,white,1812,1792,Queen's Pawn Game: Krause Variation,4
35,white,1812,1624,Queen's Pawn,2
43,white,1742,1812,Indian Game,2
109,white,1760,1812,King's Indian Defense: Orthodox Variation,11
79,white,1812,1726,Queen's Pawn Game: Zukertort Variation,3
74,black,1800,1812,Pirc Defense: Byrne Variation,7
120,black,1812,1834,Dutch Defense,2
62,black,1812,2203,Queen's Pawn Game: London System,5
189,draw,1500,1812,East Indian Defense,4
86,draw,1921,1812,Pirc Defense: Classical Variation,8
88,black,1812,1921,Queen's Pawn Game: London System,5
35,white,1812,1664,Horwitz Defense,2
39,white,1755,1812,Pirc Defense #3,6
72,black,1500,1812,Grob Opening,1
31,white,1812,1709,Modern Defense,2
72,black,1812,1837,Indian Game: London System,5
95,white,1695,1812,King's Indian Defense: Saemisch Variation |  Normal Defense,10
94,black,1812,1975,Queen's Pawn Game: London System,5
48,black,1446,1812,Polish Opening: King's Indian Variation |  Schiffler Attack,5
126,black,1862,1812,King's Indian Defense,6
51,white,1812,1735,Queen's Pawn,1
83,white,1787,1812,English Opening: Anglo-Indian Defense |  King's Indian Formation,4
65,black,983,1714,King's Knight Opening: Normal Variation,4
60,black,994,1192,French Defense: Marshall Variation,6
57,white,1511,997,Sicilian Defense: Open,5
39,white,1616,998,Italian Game,5
62,black,999,1701,Scandinavian Defense,2
26,black,999,1368,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9
93,white,1810,999,Sicilian Defense,2
48,black,999,1810,Scandinavian Defense: Blackburne Gambit,6
43,white,1810,999,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
34,black,999,1810,Duras Gambit,2
35,white,1810,999,Sicilian Defense,2
46,black,999,1810,Sicilian Defense,2
45,white,1300,1006,Four Knights Game: Scotch Variation,7
28,white,1812,1006,Sicilian Defense,5
26,white,1424,1006,Scotch Game,7
27,black,1006,1293,Nimzowitsch Defense,2
76,black,1015,981,Sicilian Defense,2
61,white,1349,981,Slav Defense,4
29,white,1601,981,Four Knights Game: Spanish Variation,7
28,black,1024,952,Ponziani Opening,5
73,black,965,1160,King's Knight Opening: Normal Variation,4
105,white,1366,970,Sicilian Defense: Closed Variation,3
49,white,1164,984,Sicilian Defense,2
16,black,1003,1122,Philidor Defense #2,4
65,draw,1003,1813,Sicilian Defense,2
52,black,1003,1623,Petrov's Defense,4
82,black,2207,2079,Ruy Lopez: Berlin Defense #2,6
92,black,2017,2070,Ruy Lopez: Berlin Defense #2,6
42,black,2088,1815,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
86,black,1890,2083,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11
86,white,2078,1843,Queen's Gambit Declined,4
102,draw,2077,2090,English Defense,4
42,black,1842,2073,Benko Gambit,6
54,white,2064,1986,Benoni Defense: Modern Variation,6
77,black,1818,2060,Ruy Lopez: Berlin Defense |  l'Hermet Variation,10
62,white,2052,1940,Englund Gambit,2
36,black,1949,2044,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
118,black,2060,1865,Queen's Gambit Refused: Baltic Defense |  Queen Attack,5
122,black,2035,2050,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
75,white,2043,1898,English Defense,4
90,black,2050,2028,King's Indian Defense: Normal Variation |  Rare Defenses,9
57,white,2044,1874,Englund Gambit Complex: Englund Gambit,6
69,white,1877,2044,Ruy Lopez: Berlin Defense |  l'Hermet Variation,10
101,white,2044,1491,Queen's Gambit Refused: Marshall Defense,4
62,black,2044,2122,Queen's Gambit Declined: Normal Defense,6
66,draw,2044,2022,Nimzo-Indian Defense #2,5
107,white,2037,1882,Caro-Kann Defense: Advance Variation,5
25,white,1866,2054,Italian Game: Giuoco Piano |  Greco's Attack,13
83,white,2041,2081,Rat Defense: English Rat,4
117,white,1979,2055,Scotch Game: Potter Variation,9
129,white,2047,1961,King's Indian Defense: Orthodox Variation |  Bayonet Attack,17
46,black,2041,2035,Italian Game: Giuoco Piano |  Aitken Variation,19
46,black,2035,1910,English Defense #2,2
90,black,2043,2023,Nimzo-Indian Defense: Normal Variation |  Bernstein Defense,19
45,white,2016,1880,Sicilian Defense: Kalashnikov Variation,10
31,white,1967,2028,Scotch Game: Haxo Gambit,8
47,white,1599,1647,Sicilian Defense: Closed,4
9,draw,1599,1647,Sicilian Defense: Closed Variation,3
65,white,1612,1610,Russian Game: Urusov Gambit,5
154,black,1382,1605,Ruy Lopez: Morphy Defense |  Caro Variation,8
53,white,1592,1671,Sicilian Defense: Closed Variation |  Fianchetto Variation,5
19,white,1586,1416,King's Pawn Game: Busch-Gass Gambit,4
47,white,1572,1597,Queen's Pawn Game,2
42,black,1667,1584,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,8
52,black,1500,1833,Sicilian Defense: Old Sicilian,4
108,black,1665,1826,Nimzo-Larsen Attack: Modern Variation #4,5
64,black,1619,1820,Sicilian Defense: Alapin Variation,3
31,white,1814,1500,Mikenas Defense,2
64,black,1626,2082,Scandinavian Defense: Modern Variation #2,4
48,black,1639,1728,Four Knights Game: Spanish Variation,7
33,white,1733,1661,King's Gambit Accepted |  Schallopp Defense,6
69,white,1986,1666,Richter-Veresov Attack,5
63,white,1681,1488,Sicilian Defense: Bowdler Attack,3
47,white,1521,1709,Bishop's Opening: Berlin Defense,4
95,white,1686,1745,Caro-Kann Defense,2
15,white,1809,1701,Scotch Game,7
68,black,1713,1882,French Defense: Classical Variation |  Steinitz Variation,7
14,black,1773,1685,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
56,black,1706,1741,Giuoco Piano,6
30,white,2076,1712,Queen's Gambit Refused: Marshall Defense,4
19,black,1735,1771,Philidor Defense #2,4
45,white,1053,840,King's Pawn Game: Leonardis Variation,3
5,white,1010,840,Philidor Defense #3,5
21,white,1381,840,Bishop's Opening: Boi Variation,4
129,white,966,857,King's Pawn Game: King's Head Opening #2,3
30,black,860,1424,Queen's Pawn Game #2,3
85,black,1314,860,Queen's Pawn Game: Mason Attack,3
51,white,1871,2101,Caro-Kann Defense: Classical Variation,8
44,white,2250,1793,Pirc Defense #4,2
58,black,1820,1543,Modern Defense,2
124,black,1826,2019,Indian Game,2
70,black,1531,1822,Mieses Opening,1
140,black,1826,2162,Horwitz Defense,2
50,black,1626,1820,Pirc Defense: Classical Variation,8
120,black,1812,1834,Dutch Defense,2
122,white,1716,1850,Pirc Defense,4
42,black,1879,1837,Pirc Defense #3,6
79,white,1825,1850,Queen's Pawn Game: Mason Attack,3
70,black,1832,1983,Dutch Defense,2
80,black,1844,1783,Queen's Pawn Game: Mason Attack,3
81,white,1837,1687,Indian Game,2
111,white,1861,1837,Pirc Defense: Byrne Variation,7
56,black,1808,1826,Pirc Defense #4,2
42,white,1821,1600,Queen's Pawn Game: Mason Attack,3
79,white,1818,1558,Queen's Pawn Game: Mason Attack,3
52,black,1540,1814,Pirc Defense #3,6
115,white,1797,1962,Queen's Pawn,1
59,white,1879,1806,Dutch Defense,2
96,black,1931,1790,Pirc Defense,4
62,black,1800,1853,Queen's Pawn Game: Mason Attack,3
54,black,1802,2181,Indian Game,2
59,white,1744,1817,Pirc Defense: Austrian Attack,7
126,black,1828,1834,Queen's Pawn Game: Mason Attack,3
44,black,1293,1827,Van't Kruijs Opening,1
85,white,1823,1560,Queen's Pawn Game: Mason Attack,3
85,white,1861,1833,Dutch Defense,3
46,black,1802,1822,Pirc Defense #4,2
47,white,1822,1324,Indian Game,2
70,white,2114,1826,Pirc Defense: Austrian Attack |  Weiss Variation,11
81,white,1771,1840,Pirc Defense #4,2
48,black,1877,1827,Pirc Defense #4,2
76,black,1827,1812,Indian Game,2
56,black,1803,1809,Dutch Defense,3
75,white,1802,1652,Queen's Pawn Game: Steinitz Countergambit,4
48,black,1804,2222,Indian Game,2
52,black,1810,1990,Queen's Pawn Game: Mason Attack,3
57,white,1795,1880,Indian Game,2
88,black,1804,1783,Dutch Defense,3
69,white,2020,1788,Zukertort Opening: Dutch Variation,2
58,draw,1510,1796,Pirc Defense: Byrne Variation,7
58,white,1618,1572,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
53,white,1572,1720,Reti Opening,2
78,black,1589,1553,English Opening: Anglo-Indian Defense |  King's Knight Variation,3
76,black,1521,1580,Sicilian Defense: Bowdler Attack,3
21,white,1710,1587,Indian Game,2
114,black,1587,1562,Reti Opening,2
107,draw,1586,1637,Zukertort Opening: Queen's Gambit Invitation,2
54,draw,1638,1584,Sicilian Defense: Bowdler Attack,3
95,white,1575,1527,Zukertort Opening: Black Mustang Defense,2
28,black,1533,1565,Sicilian Defense: Lasker-Pelikan Variation |  Exchange Variation,11
28,white,1627,1574,Italian Game: Classical Variation #2,7
91,white,1462,1589,Nimzowitsch Defense,2
47,white,1572,1600,Ponziani Opening,5
88,black,1612,1579,Queen's Pawn Game: Anti-Torre,4
52,black,1620,1723,Queen's Pawn Game: London System,5
73,white,1351,1637,Nimzo-Indian Defense: Saemisch Variation |  Accelerated,9
68,black,1671,1626,Nimzo-Indian Defense: Classical Variation |  Berlin Variation,8
92,black,1626,1615,Zukertort Opening: Tennison Gambit,3
33,white,1614,1649,English Opening: Four Knights System |  Nimzowitsch Variation,7
20,black,1610,1603,Hungarian Opening: Indian Defense,2
41,white,1596,1463,French Defense: Knight Variation,3
93,white,1591,1607,Sicilian Defense: Old Sicilian,4
50,black,1618,1629,Queen's Pawn Game: Chigorin Variation,4
155,white,1641,1628,Alekhine Defense: Normal Variation,4
74,black,1636,1725,Sicilian Defense: Katalimov Variation,4
155,white,1636,1357,Queen's Pawn Game: Chigorin Variation,4
127,white,1725,1644,King's Pawn Game: Napoleon Attack,3
65,white,1500,1500,Ruy Lopez: Morphy Defense |  Caro Variation,8
42,black,1500,1500,Italian Game,5
60,black,1316,1500,Russian Game: Three Knights Game,5
44,black,1306,1500,Slav Defense: Modern,6
145,draw,1500,1500,Giuoco Piano,6
68,white,1095,1500,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
14,black,1500,1386,Petrov's Defense #2,5
68,black,1500,1500,Italian Game: Schilling-Kostic Gambit,6
58,black,1500,1500,Queen's Pawn Game: Zukertort Variation,3
25,white,1500,1500,Queen's Pawn Game: Zukertort Variation,3
57,white,1500,1500,Philidor Defense: Exchange Variation,8
24,black,1244,1500,King's Pawn Game: Wayward Queen Attack,3
41,white,1500,1334,Philidor Defense: Exchange Variation #3,6
37,draw,1500,1595,King's Pawn Game: McConnell Defense,4
45,white,1500,1500,Sicilian Defense: Bowdler Attack,3
54,black,1306,1500,Four Knights Game,6
62,black,1017,1500,King's Pawn Game: Napoleon Attack,3
57,white,1316,1500,Vienna Game: Stanley Variation,5
60,draw,1500,1230,Giuoco Piano,6
95,white,1039,1500,Nimzo-Larsen Attack: Symmetrical Variation,2
66,black,1500,1500,French Defense: Advance Variation |  Paulsen Attack,9
171,white,1500,1500,King's Pawn Game: Wayward Queen Attack,3
3,white,1500,1229,King's Knight Opening,3
126,black,1500,1500,Italian Game: Anti-Fried Liver Defense,6
13,black,1500,1500,Slav Defense: Three Knights Variation,7
49,black,1500,1500,King's Pawn Game: Busch-Gass Gambit,4
59,black,1294,1500,Four Knights Game: Scotch Variation,7
53,white,1491,1500,Italian Game: Two Knights Defense |  Open Variation,7
66,black,1500,1500,Petrov's Defense #2,5
59,white,1500,1178,Sicilian Defense: Bowdler Attack,3
98,black,1500,1500,Philidor Defense: Exchange Variation #2,7
64,black,1249,1500,King's Knight Opening: Normal Variation,4
43,white,1500,1095,Sicilian Defense: Bowdler Attack,3
29,white,1500,1449,Sicilian Defense: Bowdler Attack,3
30,black,1500,1500,French Defense: Advance Variation |  Paulsen Attack,9
54,draw,1500,1040,Philidor Defense,5
56,black,1500,1500,Ruy Lopez: Exchange Variation,7
47,white,1500,1500,Portuguese Opening,3
46,black,929,1500,Van't Kruijs Opening,1
59,white,1500,1443,Caro-Kann Defense: Advance Variation |  Short Variation,7
47,white,1567,1500,Ware Opening,1
35,white,1500,1500,Colle System,6
11,white,1500,1358,Russian Game: Damiano Variation,6
98,black,1500,1500,French Defense: Advance Variation |  Euwe Variation,10
31,draw,1500,1144,Giuoco Piano,6
39,white,1612,1552,Petrov's Defense #2,5
70,black,1562,1602,King's Pawn Game: Gunderam Gambit,4
52,black,1615,1548,King's Pawn Game: Macleod Attack,3
66,white,1605,1558,Russian Game: Urusov Gambit,5
92,black,1571,1536,Petrov: Modern Attack,6
59,white,2087,1572,Petrov: Modern Attack,6
43,white,1564,1476,Scotch Game,7
110,black,1573,1633,Sicilian Defense #2,6
51,white,2141,1574,Bishop's Opening: Berlin Defense,4
117,white,1718,1581,Russian Game: Three Knights Game,5
113,black,1589,1694,Scotch Game,7
29,white,1572,1782,Scotch Game,7
48,black,1377,1550,Englund Gambit Complex Declined,3
130,black,1553,1882,Scandinavian Defense: Main Line,6
47,white,1539,1621,French Defense: Exchange Variation,5
55,white,1789,1544,Englund Gambit Complex Declined,3
146,black,1557,1496,Scotch Game: Schmidt Variation,8
17,white,1697,1564,Russian Game: Urusov Gambit,5
57,white,1554,1517,Sicilian Defense: Open #2,6
66,black,1559,1789,Scandinavian Defense: Modern Variation #2,4
30,black,1462,1550,Center Game #2,3
38,black,1561,1562,Philidor Defense,5
30,white,1567,1573,Reti Opening #2,2
48,black,1586,1558,Petrov's Defense,4
60,black,1439,1578,King's Gambit |  Falkbeer Countergambit |  Miles Gambit,6
51,white,1577,1127,King's Pawn Game: Damiano Defense,4
14,black,1508,1567,Mieses Opening: Reversed Rat,2
156,black,1568,2067,Scotch Game,7
54,black,1099,1567,Bishop's Opening: Berlin Defense,4
86,black,1579,1543,Sicilian Defense: Paulsen Variation,8
59,white,1569,1542,Russian Game: Damiano Variation,6
64,black,1388,1563,English Opening: King's English Variation |  Reversed Sicilian,3
71,white,1715,1569,King's Gambit |  Falkbeer Countergambit |  Nimzowitsch-Marshall Countergambit,6
